Team,Mean Wins,Mean Losses,Max Wins,Min Wins,St.Dev,Win Division (%),Make Wild Card (%),Make Playoffs (%),Win League (%),Win WS (%),Division,date,Wins to Date,Losses to Date,Wins RoS,Losses RoS,Projected Wins,Projected Losses
BOS,,,,,,4.9,20.95,25.85,3.89,1.91,,2025-06-26 14:02:56.526264,40.0,42.0,41.0,39.0,81.0,81.0
KCR,,,,,,4.88,10.61,15.48,2.11,0.91,,2025-06-26 14:02:56.526264,38.0,42.0,40.0,42.0,78.0,84.0
LAA,,,,,,4.5,11.32,15.82,1.71,0.78,,2025-06-26 14:02:56.526264,40.0,40.0,38.0,44.0,78.0,84.0
BAL,,,,,,1.29,8.57,9.86,2.08,1.15,,2025-06-26 14:02:56.526264,34.0,46.0,43.0,38.0,77.0,84.0
ATH,,,,,,0.12,0.56,0.69,0.11,0.04,,2025-06-26 14:02:56.526264,33.0,49.0,37.0,43.0,70.0,92.0
PIT,,,,,,0.18,0.32,0.49,0.07,0.03,,2025-06-26 14:02:56.526264,32.0,50.0,37.0,43.0,69.0,93.0
WSN,,,,,,0.02,0.21,0.24,0.03,0.01,,2025-06-26 14:02:56.526264,33.0,48.0,35.0,45.0,68.0,93.0
MIA,,,,,,0.01,0.1,0.11,0.01,0.01,,2025-06-26 14:02:56.526264,33.0,45.0,34.0,49.0,67.0,94.0
CHW,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-26 14:02:56.526264,26.0,55.0,32.0,49.0,58.0,104.0
COL,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-26 14:02:56.526264,18.0,62.0,32.0,50.0,50.0,112.0
LAD,,,,,,86.21,11.85,98.06,30.95,18.27,,2025-06-27 14:00:26.345146,51.0,31.0,47.0,33.0,98.0,64.0
NYM,,,,,,51.04,35.44,86.48,16.43,8.48,,2025-06-27 14:00:26.345146,48.0,34.0,44.0,36.0,92.0,70.0
PHI,,,,,,44.24,37.52,81.76,14.57,7.83,,2025-06-27 14:00:26.345146,47.0,34.0,44.0,37.0,91.0,71.0
DET,,,,,,71.29,14.21,85.5,11.26,4.5,,2025-06-27 14:00:26.345146,51.0,31.0,40.0,40.0,91.0,71.0
HOU,,,,,,60.78,22.45,83.23,14.35,6.72,,2025-06-27 14:00:26.345146,48.0,33.0,42.0,39.0,90.0,72.0
CHC,,,,,,52.79,21.66,74.44,9.54,4.57,,2025-06-27 14:00:26.345146,48.0,33.0,42.0,38.0,90.0,71.0
NYY,,,,,,46.08,36.7,82.78,17.72,8.67,,2025-06-27 14:00:26.345146,46.0,34.0,44.0,38.0,90.0,72.0
TBR,,,,,,23.48,41.55,65.03,8.52,3.58,,2025-06-27 14:00:26.345146,46.0,35.0,41.0,40.0,87.0,75.0
TOR,,,,,,24.12,40.79,64.91,11.55,5.73,,2025-06-27 14:00:26.345146,43.0,37.0,43.0,38.0,86.0,75.0
SDP,,,,,,5.7,42.59,48.29,4.54,2.13,,2025-06-27 14:00:26.345146,44.0,36.0,41.0,41.0,85.0,77.0
SEA,,,,,,23.17,32.12,55.28,10.27,4.98,,2025-06-27 14:00:26.345146,41.0,39.0,44.0,38.0,85.0,77.0
MIL,,,,,,21.88,23.39,45.28,4.79,2.19,,2025-06-27 14:00:26.345146,45.0,36.0,40.0,40.0,85.0,76.0
ARI,,,,,,3.44,33.55,36.98,4.62,2.36,,2025-06-27 14:00:26.345146,41.0,39.0,43.0,39.0,84.0,78.0
STL,,,,,,17.91,22.55,40.47,3.4,1.45,,2025-06-27 14:00:26.345146,44.0,38.0,40.0,40.0,84.0,78.0
SFG,,,,,,4.66,35.74,40.39,3.81,1.77,,2025-06-27 14:00:26.345146,44.0,37.0,40.0,41.0,84.0,78.0
MIN,,,,,,15.96,21.73,37.69,7.28,3.55,,2025-06-27 14:00:26.345146,39.0,42.0,44.0,36.0,83.0,78.0
TEX,,,,,,11.31,22.29,33.6,5.49,2.59,,2025-06-27 14:00:26.345146,40.0,41.0,42.0,39.0,82.0,80.0
ATL,,,,,,4.7,22.54,27.23,5.48,3.36,,2025-06-27 14:00:26.345146,37.0,43.0,45.0,35.0,82.0,78.0
BOS,,,,,,5.05,20.71,25.75,3.96,1.96,,2025-06-27 14:00:26.345146,40.0,42.0,41.0,39.0,81.0,81.0
CIN,,,,,,7.29,12.52,19.8,1.77,0.82,,2025-06-27 14:00:26.345146,42.0,39.0,39.0,42.0,81.0,81.0
CLE,,,,,,9.02,18.95,27.96,3.89,1.7,,2025-06-27 14:00:26.345146,40.0,39.0,41.0,41.0,81.0,80.0
KCR,,,,,,3.74,9.12,12.86,1.75,0.77,,2025-06-27 14:00:26.345146,38.0,43.0,40.0,41.0,78.0,84.0
LAA,,,,,,4.62,10.98,15.61,1.79,0.75,,2025-06-27 14:00:26.345146,40.0,40.0,38.0,44.0,78.0,84.0
BAL,,,,,,1.27,8.04,9.31,2.1,1.2,,2025-06-27 14:00:26.345146,34.0,46.0,43.0,38.0,77.0,84.0
ATH,,,,,,0.1,0.39,0.5,0.08,0.02,,2025-06-27 14:00:26.345146,33.0,50.0,36.0,43.0,69.0,93.0
PIT,,,,,,0.13,0.33,0.46,0.07,0.03,,2025-06-27 14:00:26.345146,32.0,50.0,37.0,43.0,69.0,93.0
WSN,,,,,,0.01,0.21,0.21,0.03,0.02,,2025-06-27 14:00:26.345146,33.0,48.0,35.0,45.0,68.0,93.0
MIA,,,,,,0.01,0.13,0.14,0.0,0.0,,2025-06-27 14:00:26.345146,34.0,45.0,33.0,49.0,67.0,94.0
CHW,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-27 14:00:26.345146,26.0,55.0,32.0,49.0,58.0,104.0
COL,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-27 14:00:26.345146,18.0,63.0,31.0,50.0,49.0,113.0
LAD,,,,,,87.89,10.55,98.44,31.55,18.39,,2025-06-28 13:55:47.176745,52.0,31.0,47.0,32.0,99.0,63.0
NYY,,,,,,49.55,35.47,85.02,18.41,9.26,,2025-06-28 13:55:47.176745,47.0,34.0,44.0,37.0,91.0,71.0
HOU,,,,,,62.81,22.43,85.23,14.66,6.73,,2025-06-28 13:55:47.176745,49.0,33.0,42.0,38.0,91.0,71.0
NYM,,,,,,46.89,37.97,84.86,15.47,8.08,,2025-06-28 13:55:47.176745,48.0,35.0,43.0,36.0,91.0,71.0
PHI,,,,,,49.27,35.45,84.72,15.28,7.97,,2025-06-28 13:55:47.176745,48.0,34.0,43.0,37.0,91.0,71.0
DET,,,,,,68.81,14.79,83.6,10.9,4.26,,2025-06-28 13:55:47.176745,51.0,32.0,39.0,40.0,90.0,72.0
CHC,,,,,,48.8,23.41,72.2,9.35,4.54,,2025-06-28 13:55:47.176745,48.0,34.0,41.0,38.0,89.0,72.0
SEA,,,,,,24.53,34.41,58.95,11.1,5.65,,2025-06-28 13:55:47.176745,42.0,39.0,44.0,37.0,86.0,76.0
TOR,,,,,,24.16,41.98,66.15,11.36,5.45,,2025-06-28 13:55:47.176745,44.0,37.0,42.0,38.0,86.0,75.0
TBR,,,,,,20.93,42.21,63.14,8.07,3.47,,2025-06-28 13:55:47.176745,46.0,36.0,40.0,40.0,86.0,76.0
SDP,,,,,,4.65,40.8,45.45,4.64,2.13,,2025-06-28 13:55:47.176745,44.0,37.0,41.0,40.0,85.0,77.0
MIL,,,,,,23.17,24.68,47.85,4.76,2.25,,2025-06-28 13:55:47.176745,46.0,36.0,39.0,40.0,85.0,76.0
ARI,,,,,,2.56,30.96,33.52,4.33,2.31,,2025-06-28 13:55:47.176745,41.0,40.0,43.0,38.0,84.0,78.0
SFG,,,,,,4.91,37.81,42.71,3.84,1.75,,2025-06-28 13:55:47.176745,45.0,37.0,39.0,41.0,84.0,78.0
STL,,,,,,19.41,23.61,43.02,3.62,1.44,,2025-06-28 13:55:47.176745,45.0,38.0,39.0,40.0,84.0,78.0
MIN,,,,,,18.89,22.98,41.88,7.67,3.75,,2025-06-28 13:55:47.176745,40.0,42.0,43.0,36.0,83.0,78.0
ATL,,,,,,3.79,19.93,23.72,5.0,3.03,,2025-06-28 13:55:47.176745,37.0,44.0,45.0,34.0,82.0,78.0
CLE,,,,,,8.83,16.96,25.79,3.31,1.5,,2025-06-28 13:55:47.176745,40.0,40.0,41.0,40.0,81.0,80.0
BOS,,,,,,3.96,19.16,23.12,3.85,1.83,,2025-06-28 13:55:47.176745,40.0,43.0,41.0,38.0,81.0,81.0
TEX,,,,,,9.31,21.98,31.29,5.21,2.61,,2025-06-28 13:55:47.176745,40.0,42.0,41.0,39.0,81.0,81.0
CIN,,,,,,8.47,13.91,22.38,2.04,0.91,,2025-06-28 13:55:47.176745,43.0,39.0,38.0,42.0,81.0,81.0
LAA,,,,,,3.32,10.04,13.36,1.49,0.63,,2025-06-28 13:55:47.176745,40.0,41.0,38.0,43.0,78.0,84.0
BAL,,,,,,1.39,9.26,10.65,2.38,1.29,,2025-06-28 13:55:47.176745,35.0,46.0,43.0,37.0,78.0,83.0
KCR,,,,,,3.46,8.06,11.53,1.52,0.71,,2025-06-28 13:55:47.176745,38.0,44.0,39.0,41.0,77.0,85.0
PIT,,,,,,0.15,0.5,0.65,0.07,0.02,,2025-06-28 13:55:47.176745,33.0,50.0,37.0,42.0,70.0,92.0
ATH,,,,,,0.03,0.25,0.28,0.05,0.03,,2025-06-28 13:55:47.176745,33.0,51.0,36.0,42.0,69.0,93.0
MIA,,,,,,0.03,0.21,0.23,0.01,0.01,,2025-06-28 13:55:47.176745,35.0,45.0,33.0,48.0,68.0,93.0
WSN,,,,,,0.02,0.21,0.24,0.02,0.0,,2025-06-28 13:55:47.176745,34.0,48.0,34.0,45.0,68.0,93.0
CHW,,,,,,0.0,0.01,0.01,0.0,0.0,,2025-06-28 13:55:47.176745,26.0,56.0,32.0,48.0,58.0,104.0
COL,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-28 13:55:47.176745,18.0,64.0,31.0,49.0,49.0,113.0
LAD,,,,,,87.58,10.58,98.16,31.31,18.25,,2025-06-29 13:57:34.784810,52.0,32.0,46.0,32.0,98.0,64.0
PHI,,,,,,48.7,33.93,82.64,14.75,7.59,,2025-06-29 13:57:34.784810,48.0,35.0,43.0,36.0,91.0,71.0
NYM,,,,,,45.92,36.7,82.62,15.58,8.46,,2025-06-29 13:57:34.784810,48.0,36.0,43.0,35.0,91.0,71.0
DET,,,,,,73.66,13.08,86.73,11.62,4.58,,2025-06-29 13:57:34.784810,52.0,32.0,39.0,39.0,91.0,71.0
HOU,,,,,,61.07,23.05,84.12,14.77,6.55,,2025-06-29 13:57:34.784810,49.0,34.0,41.0,38.0,90.0,72.0
CHC,,,,,,50.27,25.08,75.35,9.74,4.55,,2025-06-29 13:57:34.784810,49.0,34.0,41.0,37.0,90.0,71.0
NYY,,,,,,47.76,35.87,83.62,17.9,8.91,,2025-06-29 13:57:34.784810,47.0,35.0,43.0,37.0,90.0,72.0
TBR,,,,,,23.82,42.48,66.3,8.57,3.98,,2025-06-29 13:57:34.784810,47.0,36.0,40.0,39.0,87.0,75.0
TOR,,,,,,22.35,40.86,63.2,10.91,5.24,,2025-06-29 13:57:34.784810,44.0,38.0,42.0,37.0,86.0,75.0
MIL,,,,,,23.03,27.24,50.27,4.84,2.15,,2025-06-29 13:57:34.784810,47.0,36.0,39.0,39.0,86.0,75.0
SDP,,,,,,5.71,42.16,47.87,4.73,2.14,,2025-06-29 13:57:34.784810,45.0,37.0,40.0,40.0,85.0,77.0
STL,,,,,,20.21,26.16,46.37,3.82,1.57,,2025-06-29 13:57:34.784810,46.0,38.0,39.0,39.0,85.0,77.0
SEA,,,,,,23.91,32.4,56.31,10.42,5.15,,2025-06-29 13:57:34.784810,42.0,40.0,43.0,37.0,85.0,77.0
SFG,,,,,,4.49,34.93,39.42,3.71,1.65,,2025-06-29 13:57:34.784810,45.0,38.0,39.0,40.0,84.0,78.0
ARI,,,,,,2.21,27.79,30.0,4.09,2.15,,2025-06-29 13:57:34.784810,41.0,41.0,42.0,38.0,83.0,79.0
ATL,,,,,,5.3,20.92,26.22,5.46,3.32,,2025-06-29 13:57:34.784810,38.0,44.0,44.0,34.0,82.0,78.0
MIN,,,,,,15.14,23.12,38.26,7.28,3.72,,2025-06-29 13:57:34.784810,40.0,43.0,42.0,36.0,82.0,79.0
TEX,,,,,,10.98,22.96,33.94,5.54,2.79,,2025-06-29 13:57:34.784810,41.0,42.0,41.0,38.0,82.0,80.0
BOS,,,,,,4.83,20.84,25.66,3.98,2.02,,2025-06-29 13:57:34.784810,41.0,43.0,40.0,38.0,81.0,81.0
CIN,,,,,,6.36,13.55,19.91,1.82,0.86,,2025-06-29 13:57:34.784810,43.0,40.0,38.0,41.0,81.0,81.0
CLE,,,,,,7.35,15.91,23.26,3.31,1.49,,2025-06-29 13:57:34.784810,40.0,41.0,40.0,40.0,80.0,81.0
KCR,,,,,,3.85,9.84,13.69,1.9,0.96,,2025-06-29 13:57:34.784810,39.0,44.0,39.0,40.0,78.0,84.0
LAA,,,,,,3.98,10.99,14.96,1.55,0.64,,2025-06-29 13:57:34.784810,41.0,41.0,37.0,43.0,78.0,84.0
BAL,,,,,,1.25,8.22,9.47,2.2,1.18,,2025-06-29 13:57:34.784810,35.0,47.0,42.0,37.0,77.0,84.0
PIT,,,,,,0.14,0.55,0.69,0.08,0.04,,2025-06-29 13:57:34.784810,34.0,50.0,37.0,41.0,71.0,91.0
ATH,,,,,,0.06,0.4,0.46,0.04,0.01,,2025-06-29 13:57:34.784810,34.0,51.0,35.0,42.0,69.0,93.0
MIA,,,,,,0.04,0.21,0.26,0.04,0.02,,2025-06-29 13:57:34.784810,36.0,45.0,32.0,48.0,68.0,93.0
WSN,,,,,,0.03,0.2,0.23,0.01,0.01,,2025-06-29 13:57:34.784810,34.0,49.0,34.0,44.0,68.0,93.0
CHW,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-29 13:57:34.784810,27.0,56.0,31.0,48.0,58.0,104.0
COL,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-29 13:57:34.784810,18.0,65.0,31.0,48.0,49.0,113.0
LAD,,,,,,90.05,8.62,98.67,32.16,18.84,,2025-06-30 14:03:47.267471,53.0,32.0,46.0,31.0,99.0,63.0
NYY,,,,,,49.91,35.55,85.47,18.22,8.91,,2025-06-30 14:03:47.267471,48.0,35.0,43.0,36.0,91.0,71.0
DET,,,,,,78.37,11.04,89.42,11.96,4.68,,2025-06-30 14:03:47.267471,53.0,32.0,38.0,39.0,91.0,71.0
HOU,,,,,,64.28,21.93,86.2,15.47,6.97,,2025-06-30 14:03:47.267471,50.0,34.0,41.0,37.0,91.0,71.0
PHI,,,,,,54.6,31.61,86.21,15.3,8.01,,2025-06-30 14:03:47.267471,49.0,35.0,42.0,36.0,91.0,71.0
NYM,,,,,,41.14,39.81,80.95,14.64,7.91,,2025-06-30 14:03:47.267471,48.0,37.0,42.0,35.0,90.0,72.0
CHC,,,,,,48.01,26.36,74.38,9.66,4.42,,2025-06-30 14:03:47.267471,49.0,35.0,40.0,37.0,89.0,72.0
TOR,,,,,,23.76,42.83,66.59,11.34,5.34,,2025-06-30 14:03:47.267471,45.0,38.0,41.0,37.0,86.0,75.0
TBR,,,,,,21.38,43.66,65.05,8.17,3.5,,2025-06-30 14:03:47.267471,47.0,37.0,39.0,39.0,86.0,76.0
MIL,,,,,,21.57,27.29,48.86,5.06,2.4,,2025-06-30 14:03:47.267471,47.0,37.0,38.0,39.0,85.0,76.0
SEA,,,,,,24.05,35.6,59.65,10.56,5.38,,2025-06-30 14:03:47.267471,43.0,40.0,42.0,37.0,85.0,77.0
SDP,,,,,,4.52,41.33,45.85,4.54,2.04,,2025-06-30 14:03:47.267471,45.0,38.0,40.0,39.0,85.0,77.0
STL,,,,,,23.73,28.38,52.11,3.98,1.86,,2025-06-30 14:03:47.267471,47.0,38.0,38.0,39.0,85.0,77.0
SFG,,,,,,3.5,34.09,37.59,3.61,1.7,,2025-06-30 14:03:47.267471,45.0,39.0,38.0,40.0,83.0,79.0
ATL,,,,,,4.18,20.97,25.16,5.12,3.1,,2025-06-30 14:03:47.267471,38.0,45.0,44.0,33.0,82.0,78.0
MIN,,,,,,12.22,23.14,35.37,6.87,3.43,,2025-06-30 14:03:47.267471,40.0,44.0,42.0,35.0,82.0,79.0
ARI,,,,,,1.94,25.99,27.93,3.9,2.17,,2025-06-30 14:03:47.267471,41.0,42.0,41.0,38.0,82.0,80.0
BOS,,,,,,3.73,19.32,23.05,3.76,1.79,,2025-06-30 14:03:47.267471,41.0,44.0,40.0,37.0,81.0,81.0
TEX,,,,,,8.54,22.59,31.14,5.21,2.61,,2025-06-30 14:03:47.267471,41.0,43.0,40.0,38.0,81.0,81.0
CIN,,,,,,6.49,14.43,20.93,1.88,0.79,,2025-06-30 14:03:47.267471,44.0,40.0,37.0,41.0,81.0,81.0
CLE,,,,,,6.07,15.32,21.38,2.9,1.31,,2025-06-30 14:03:47.267471,40.0,42.0,40.0,39.0,80.0,81.0
BAL,,,,,,1.22,9.32,10.54,2.36,1.31,,2025-06-30 14:03:47.267471,36.0,47.0,42.0,36.0,78.0,83.0
LAA,,,,,,3.08,10.47,13.55,1.55,0.69,,2025-06-30 14:03:47.267471,41.0,42.0,37.0,42.0,78.0,84.0
KCR,,,,,,3.34,8.81,12.15,1.52,0.73,,2025-06-30 14:03:47.267471,39.0,45.0,39.0,39.0,78.0,84.0
PIT,,,,,,0.18,0.61,0.8,0.11,0.05,,2025-06-30 14:03:47.267471,35.0,50.0,36.0,41.0,71.0,91.0
MIA,,,,,,0.04,0.22,0.26,0.03,0.02,,2025-06-30 14:03:47.267471,37.0,45.0,32.0,47.0,69.0,92.0
ATH,,,,,,0.04,0.41,0.46,0.1,0.03,,2025-06-30 14:03:47.267471,34.0,52.0,35.0,41.0,69.0,93.0
WSN,,,,,,0.04,0.27,0.31,0.01,0.01,,2025-06-30 14:03:47.267471,35.0,49.0,33.0,44.0,68.0,93.0
CHW,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-30 14:03:47.267471,28.0,56.0,31.0,47.0,59.0,103.0
COL,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-06-30 14:03:47.267471,19.0,65.0,30.0,48.0,49.0,113.0
LAD,,,,,,90.71,8.04,98.75,31.61,18.3,,2025-07-01 14:02:47.191902,53.0,32.0,46.0,31.0,99.0,63.0
PHI,,,,,,56.47,31.64,88.11,15.85,8.22,,2025-07-01 14:02:47.191902,50.0,35.0,42.0,35.0,92.0,70.0
DET,,,,,,78.79,10.79,89.58,11.86,4.72,,2025-07-01 14:02:47.191902,53.0,32.0,38.0,39.0,91.0,71.0
HOU,,,,,,62.46,23.56,86.02,14.82,6.77,,2025-07-01 14:02:47.191902,50.0,34.0,41.0,37.0,91.0,71.0
NYM,,,,,,39.63,43.15,82.78,15.07,8.3,,2025-07-01 14:02:47.191902,48.0,37.0,42.0,35.0,90.0,72.0
NYY,,,,,,46.73,37.19,83.93,18.15,8.85,,2025-07-01 14:02:47.191902,48.0,36.0,42.0,36.0,90.0,72.0
CHC,,,,,,49.57,25.39,74.97,9.44,4.48,,2025-07-01 14:02:47.191902,49.0,35.0,40.0,37.0,89.0,72.0
TOR,,,,,,28.17,42.76,70.93,11.77,5.62,,2025-07-01 14:02:47.191902,46.0,38.0,41.0,36.0,87.0,74.0
TBR,,,,,,19.19,42.35,61.54,7.98,3.65,,2025-07-01 14:02:47.191902,47.0,38.0,39.0,38.0,86.0,76.0
SEA,,,,,,26.4,36.48,62.87,11.74,5.61,,2025-07-01 14:02:47.191902,44.0,40.0,42.0,36.0,86.0,76.0
STL,,,,,,21.93,27.65,49.58,4.21,1.86,,2025-07-01 14:02:47.191902,47.0,39.0,38.0,38.0,85.0,77.0
MIL,,,,,,22.2,26.58,48.77,4.88,2.23,,2025-07-01 14:02:47.191902,47.0,37.0,38.0,39.0,85.0,76.0
SDP,,,,,,4.12,39.82,43.95,4.25,1.99,,2025-07-01 14:02:47.191902,45.0,39.0,39.0,39.0,84.0,78.0
ARI,,,,,,1.98,29.59,31.56,4.11,2.08,,2025-07-01 14:02:47.191902,42.0,42.0,41.0,37.0,83.0,79.0
SFG,,,,,,3.19,32.54,35.73,3.35,1.65,,2025-07-01 14:02:47.191902,45.0,40.0,38.0,39.0,83.0,79.0
ATL,,,,,,3.82,21.12,24.95,5.39,3.29,,2025-07-01 14:02:47.191902,38.0,45.0,44.0,33.0,82.0,78.0
MIN,,,,,,12.65,22.09,34.73,6.25,3.06,,2025-07-01 14:02:47.191902,40.0,44.0,42.0,35.0,82.0,79.0
TEX,,,,,,7.85,20.44,28.29,4.8,2.39,,2025-07-01 14:02:47.191902,41.0,44.0,40.0,37.0,81.0,81.0
BOS,,,,,,4.46,21.86,26.32,4.29,2.04,,2025-07-01 14:02:47.191902,42.0,44.0,39.0,37.0,81.0,81.0
CIN,,,,,,6.08,13.08,19.16,1.7,0.8,,2025-07-01 14:02:47.191902,44.0,41.0,36.0,41.0,80.0,82.0
CLE,,,,,,5.63,14.56,20.19,2.79,1.29,,2025-07-01 14:02:47.191902,40.0,42.0,40.0,39.0,80.0,81.0
LAA,,,,,,3.28,9.98,13.25,1.52,0.65,,2025-07-01 14:02:47.191902,41.0,42.0,37.0,42.0,78.0,84.0
BAL,,,,,,1.44,10.08,11.53,2.6,1.39,,2025-07-01 14:02:47.191902,37.0,47.0,41.0,36.0,78.0,83.0
KCR,,,,,,2.93,7.51,10.44,1.37,0.65,,2025-07-01 14:02:47.191902,39.0,46.0,38.0,39.0,77.0,85.0
PIT,,,,,,0.23,0.85,1.08,0.07,0.04,,2025-07-01 14:02:47.191902,36.0,50.0,36.0,40.0,72.0,90.0
MIA,,,,,,0.04,0.31,0.35,0.03,0.01,,2025-07-01 14:02:47.191902,37.0,45.0,32.0,47.0,69.0,92.0
ATH,,,,,,0.03,0.38,0.41,0.07,0.04,,2025-07-01 14:02:47.191902,35.0,52.0,34.0,41.0,69.0,93.0
WSN,,,,,,0.03,0.24,0.27,0.03,0.01,,2025-07-01 14:02:47.191902,35.0,49.0,33.0,44.0,68.0,93.0
CHW,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-07-01 14:02:47.191902,28.0,56.0,31.0,47.0,59.0,103.0
COL,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-07-01 14:02:47.191902,19.0,65.0,30.0,48.0,49.0,113.0
LAD,,,,,,92.09,6.89,98.99,32.25,18.87,,2025-07-02 14:02:10.406461,54.0,32.0,45.0,31.0,99.0,63.0
PHI,,,,,,57.13,30.95,88.09,16.01,8.33,,2025-07-02 14:02:10.406461,50.0,35.0,41.0,35.0,91.0,70.0
HOU,,,,,,65.58,22.55,88.13,15.59,6.97,,2025-07-02 14:02:10.406461,51.0,34.0,40.0,37.0,91.0,71.0
DET,,,,,,78.27,10.29,88.56,11.82,4.88,,2025-07-02 14:02:10.406461,53.0,32.0,38.0,38.0,91.0,70.0
CHC,,,,,,54.74,24.64,79.38,10.16,4.92,,2025-07-02 14:02:10.406461,50.0,35.0,40.0,36.0,90.0,71.0
NYM,,,,,,39.02,41.95,80.96,14.41,7.47,,2025-07-02 14:02:10.406461,48.0,37.0,42.0,34.0,90.0,71.0
NYY,,,,,,44.47,38.21,82.69,17.5,8.78,,2025-07-02 14:02:10.406461,48.0,37.0,42.0,35.0,90.0,72.0
TOR,,,,,,32.57,42.49,75.06,12.85,5.96,,2025-07-02 14:02:10.406461,47.0,38.0,41.0,35.0,88.0,73.0
SEA,,,,,,21.86,37.98,59.84,10.9,5.38,,2025-07-02 14:02:10.406461,44.0,41.0,41.0,36.0,85.0,77.0
TBR,,,,,,17.98,41.23,59.22,7.41,3.43,,2025-07-02 14:02:10.406461,47.0,39.0,38.0,38.0,85.0,77.0
MIL,,,,,,20.58,27.04,47.62,4.57,2.04,,2025-07-02 14:02:10.406461,47.0,37.0,38.0,38.0,85.0,75.0
SDP,,,,,,3.16,39.8,42.97,3.99,1.85,,2025-07-02 14:02:10.406461,45.0,39.0,39.0,38.0,84.0,77.0
STL,,,,,,19.35,28.66,48.01,3.77,1.65,,2025-07-02 14:02:10.406461,47.0,40.0,37.0,38.0,84.0,78.0
ARI,,,,,,2.27,33.16,35.42,4.46,2.34,,2025-07-02 14:02:10.406461,43.0,42.0,40.0,37.0,83.0,79.0
SFG,,,,,,2.48,32.27,34.75,3.58,1.75,,2025-07-02 14:02:10.406461,45.0,41.0,37.0,39.0,82.0,80.0
MIN,,,,,,11.7,19.84,31.54,6.11,3.04,,2025-07-02 14:02:10.406461,40.0,45.0,41.0,35.0,81.0,80.0
BOS,,,,,,3.71,19.5,23.2,3.84,1.86,,2025-07-02 14:02:10.406461,42.0,44.0,39.0,36.0,81.0,80.0
ATL,,,,,,3.75,19.91,23.66,5.07,3.05,,2025-07-02 14:02:10.406461,38.0,46.0,43.0,33.0,81.0,79.0
TEX,,,,,,8.62,23.93,32.55,5.42,2.58,,2025-07-02 14:02:10.406461,42.0,44.0,39.0,37.0,81.0,81.0
CIN,,,,,,5.09,12.86,17.95,1.51,0.65,,2025-07-02 14:02:10.406461,44.0,41.0,36.0,40.0,80.0,81.0
CLE,,,,,,5.93,13.26,19.18,2.46,1.18,,2025-07-02 14:02:10.406461,40.0,43.0,39.0,39.0,79.0,82.0
KCR,,,,,,4.1,8.79,12.89,1.91,0.83,,2025-07-02 14:02:10.406461,40.0,46.0,38.0,38.0,78.0,84.0
LAA,,,,,,3.84,12.22,16.07,1.88,0.76,,2025-07-02 14:02:10.406461,42.0,42.0,36.0,42.0,78.0,84.0
BAL,,,,,,1.27,9.12,10.39,2.21,1.29,,2025-07-02 14:02:10.406461,37.0,48.0,40.0,36.0,77.0,84.0
PIT,,,,,,0.24,1.27,1.52,0.15,0.08,,2025-07-02 14:02:10.406461,37.0,50.0,35.0,40.0,72.0,90.0
MIA,,,,,,0.07,0.32,0.39,0.03,0.01,,2025-07-02 14:02:10.406461,38.0,45.0,32.0,46.0,70.0,91.0
ATH,,,,,,0.1,0.58,0.68,0.1,0.03,,2025-07-02 14:02:10.406461,36.0,52.0,34.0,40.0,70.0,92.0
WSN,,,,,,0.03,0.27,0.3,0.04,0.01,,2025-07-02 14:02:10.406461,35.0,49.0,33.0,43.0,68.0,92.0
CHW,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-07-02 14:02:10.406461,28.0,57.0,30.0,47.0,58.0,104.0
COL,,,,,,0.0,0.0,0.0,0.0,0.0,,2025-07-02 14:02:10.406461,19.0,66.0,30.0,47.0,49.0,113.0
LAD,,,,,,92.48,6.6,99.08,32.26,18.8,,2025-07-03 14:01:13.014593,55.0,32.0,44.0,31.0,99.0,63.0
PHI,,,,,,56.89,32.0,88.89,15.97,8.5,,2025-07-03 14:01:13.014593,51.0,36.0,41.0,34.0,92.0,70.0
HOU,,,,,,65.84,22.61,88.45,15.98,7.23,,2025-07-03 14:01:13.014593,52.0,34.0,39.0,37.0,91.0,71.0
DET,,,,,,80.2,9.71,89.91,12.31,4.91,,2025-07-03 14:01:13.014593,54.0,33.0,37.0,38.0,91.0,71.0
CHC,,,,,,56.47,23.58,80.05,9.93,4.84,,2025-07-03 14:01:13.014593,51.0,35.0,39.0,36.0,90.0,71.0
NYM,,,,,,39.39,43.09,82.47,14.67,7.88,,2025-07-03 14:01:13.014593,49.0,38.0,41.0,34.0,90.0,72.0
NYY,,,,,,38.59,41.16,79.75,16.26,7.99,,2025-07-03 14:01:13.014593,48.0,38.0,41.0,35.0,89.0,73.0
TOR,,,,,,36.07,40.81,76.89,13.6,6.39,,2025-07-03 14:01:13.014593,48.0,38.0,40.0,35.0,88.0,73.0
